stable_ref,paragraph_id,speaker,run_start,run_end,source_segments_merged,presentation,run_text
LDC.T35.E0022.P018,LDC.T35.E0022.P018,JESUS,0,306,5,block,"'(7) Mais ce n’est pas tout, Ma fille. Je veux te dire une autre surprise. Pour la créature qui vit dans Ma Volonté, un "
LDC.T35.E0030.P019,LDC.T35.E0030.P019,JESUS,4,883,3,block,"'Ma fille, Ma pauvre fille, tu as subi le même sort que Moi ! Lorsque Mon Amour veut accorder un bien, il n’épargne rien"
LDC.T35.E0023.P020,LDC.T35.E0023.P020,JESUS,4,216,3,block,"'Ma fille, il n’est pas surprenant que chaque acte de la créature même un petit « Je t’aime » accompli dans Ma Volonté e"
LDC.T35.E0028.P020,LDC.T35.E0028.P020,JESUS,0,703,2,block,"'(3) Ma fille, à Mes paroles, certains enfants furent émus, restaient immobiles, d’autres étaient ravis, pleurèrent de j"
LDC.T35.E0029.P020,LDC.T35.E0029.P020,JESUS,0,278,2,block,"""Mais, sais-tu de quoi il s'agit ? De notre Volonté. En lui donnant cela, elle reçoit le bien le plus grand. Aussi, en l"
LDC.T35.E0009.P021,LDC.T35.E0009.P021,JESUS,0,371,3,block,"""Par ce Don, tout lui appartient. Elle a droit à tout. Et dès qu’elle s’est tout approprié, Nous ajoutons le Don du trio"
LDC.T35.E0018.P021,LDC.T35.E0018.P021,JESUS,4,294,2,block,"'Ma bonne fille, notre Amour est tel que partout et en tout lieu même dans le plus petit brin d’herbe, dans l’air que re"
LDC.T35.E0022.P021,LDC.T35.E0022.P021,JESUS,0,280,3,block,"'Ces petites vies ne meurent jamais, elles sont éternelles avec nous. Les « Je t’aime », les actes dans Ma Volonté peupl"
LDC.T35.E0044.P021,LDC.T35.E0044.P021,JESUS,0,164,3,block,'Nous voulons trouver le « Je Vous aime » de la créature dans nos œuvres afin qu’en l’armant de notre Puissance nous pui
LDC.T35.E0018.P022,LDC.T35.E0018.P022,JESUS,0,123,3,block,"""Notre Amour est inconsolable tant qu'Il n'est pas entendu et qu'Il ne reçoit pas en retour le « Je T'aime » de la créat"
LDC.T35.E0026.P022,LDC.T35.E0026.P022,JESUS,0,277,2,block,"""D'ailleurs, ce sont toujours les mêmes prétextes de notre amour qui, - voulant donner, trouve l'occasion de dire : « El"
LDC.T35.E0036.P022,LDC.T35.E0036.P022,JESUS,0,272,10,block,"'Toutes les choses possèdent une voix : certaines disent ‘Amour’, d’autres ‘Gloire’, ‘Adoration’, d’autres ‘Merci’, et d"
LDC.T35.E0044.P022,LDC.T35.E0044.P022,JESUS,0,235,3,block,'Oh ! combien nous sommes heureux de trouver son petit « Je Vous aime » comme une étagère où disposer nos œuvres. Il est
LDC.T35.E0037.P023,LDC.T35.E0037.P023,JESUS,0,124,2,block,"'Aussi, Nous pouvons dire : « C’est Nous qui avons formé tant de Vies de Nous-mêmes et qui les avons semées dans la créa"
LDC.T35.E0018.P024,LDC.T35.E0018.P024,JESUS,2,188,5,inline,"'Ah ! Personne ne Nous écoute, personne ne répète : “Je T’aime” pour Nous. À quoi bon dire « Je T’aime » si personne ne "
LDC.T35.E0029.P024,LDC.T35.E0029.P024,JESUS,5,279,2,inline,"'À toi le mérite et à Moi le gain de recevoir toute la gloire de Ma Volonté Divine. Chaque fois que Je te La donne, Ma G"
LDC.T35.E0030.P024,LDC.T35.E0030.P024,JESUS,4,303,6,block,"'Fille de Ma Volonté, comme l’a dit ton Jésus, en descendant du Ciel sur la terre : « Je M’en vais et Je reste ». Lorsqu"
LDC.T35.E0018.P025,LDC.T35.E0018.P025,JESUS,0,262,5,block,"""Notre « Je T’aime » ne sait pas où aller, ni où s’appuyer, s’il ne trouve pas le « Je t’aime » de la créature qui le re"
LDC.T35.E0008.P026,LDC.T35.E0008.P026,JESUS,0,226,4,block,"""C'est un immense stratagème de notre Amour que seul un Dieu peut accomplir. Au lieu de dire à la créature « Tu dois Nou"
LDC.T35.E0018.P026,LDC.T35.E0018.P026,JESUS,0,131,3,block,"'Lorsque la créature entend notre « Je t’aime » et Nous le renvoie, dans notre excès d’Amour et apaisés par son amour, N"
LDC.T35.E0030.P026,LDC.T35.E0030.P026,JESUS,0,364,3,block,"'Par conséquent, en toute vérité, elle peut dire : « Je M’en vais et Je reste. » Je M’en vais au ciel pour le béatifier,"
LDC.T35.E0006.P027,LDC.T35.E0006.P027,JESUS,0,404,3,block,"""Tu dois savoir que lorsque Nous aimons sans trouver quelqu'un qui Nous aime, notre Amour ne sait où se tourner pour êtr"
LDC.T35.E0016.P027,LDC.T35.E0016.P027,JESUS,0,292,2,block,"'Dans notre excès d’Amour, Nous la regardons. Et Nous trouvons le Ciel et l’Amour que Nous ressentions en étendant sa vo"
LDC.T35.E0018.P027,LDC.T35.E0018.P027,JESUS,2,186,3,inline,"'Finalement, on Nous écoute. Notre amour a trouvé où aller, un lieu de refuge. Nous avons été reconnus. Nous avons trouv"
LDC.T35.E0016.P028,LDC.T35.E0016.P028,JESUS,0,137,3,block,"'Ces voix des « Je t’aime » forment la plus belle des musiques célestes. Ce doux son Nous enivre. Et dans notre ivresse,"
LDC.T35.E0018.P028,LDC.T35.E0018.P028,JESUS,0,555,3,block,"'Mais lorsque Nous ne pouvons pas trouver quelqu’un qui dit « Je t’aime », alors Nous ne trouvons personne qui Nous reco"
LDC.T35.E0043.P028,LDC.T35.E0043.P028,JESUS,0,158,4,block,"'Même les plus petits « Je Vous aime », « Je vous adore, Je vous bénis » de la créature qui vit dans notre sainte Volont"
LDC.T35.E0002.P029,LDC.T35.E0002.P029,JESUS,0,76,2,block,"""Ce sera l'accomplissement de l'Œuvre de la Création, notre « consummatum est"""
LDC.T35.E0043.P029,LDC.T35.E0043.P029,JESUS,0,176,4,block,'Même les Saints et les Anges se sentent honorés de faire place en eux au plus petit « Je Vous aime » de cette créature 
LDC.T35.E0016.P030,LDC.T35.E0016.P030,JESUS,0,117,2,block,"'Car il manquait une créature qui, unie à notre Volonté, faisait dire à nos Œuvres : « Je t’aime, Je t’aime, Je t’aime'"
LDC.T35.E0043.P030,LDC.T35.E0043.P030,JESUS,0,155,3,block,'Quelle ne sera pas sa joie lorsqu’elle viendra dans la Patrie céleste et qu’elle verra son « Je vous aime » dans tous l
LDC.T35.E0008.P031,LDC.T35.E0008.P031,JESUS,0,222,2,block,"""(5) Écoute maintenant une autre surprise d'amour qui est presque incroyable. Lorsque la créature Nous a donné la libert"
LDC.T35.E0004.P033,LDC.T35.E0004.P033,JESUS,0,104,2,block,"'Dans notre Volonté, la créature peut dire : « Tout est à Moi, Dieu Lui-même ainsi que la Volonté Divine.'"
LDC.T35.E0018.P033,LDC.T35.E0018.P033,JESUS,0,297,7,block,"""Celle-ci la dote de son ouïe et de sa parole divine. Ainsi elle entend quand son Créateur lui dit : « Je T’aime. » Et e"
LDC.T35.E0004.P037,LDC.T35.E0004.P037,JESUS,0,198,7,block,"""Pouvoir dire : « Tout ce qui est à Nous est à toi » constitue notre plus grand Bonheur. La désunion n'apporte jamais au"
LDC.T35.E0004.P038,LDC.T35.E0004.P038,JESUS,0,111,5,block,"""Dans notre Volonté, la désunion n'existe pas, ni le « tien » et le « mien ». Car tout est en parfaite harmonie."""
LDC.T35.E0015.P038,LDC.T35.E0015.P038,JESUS,0,94,2,block,"'Regarde, Ma fille, comme il est écrit en tout ce qu’elle a fait et souffert « Pour Mes enfants'"
LDC.T35.E0002.P040,LDC.T35.E0002.P040,JESUS,0,274,2,block,'(6) « Hâte-toi ! Je ne peux plus contenir Mon Amour. Je veux voir Mes enfants vivre avec Moi dans cette Divine Volonté 
LDC.T35.E0007.P040,LDC.T35.E0007.P040,JESUS,0,199,2,block,"'Les anges et les saints, qui le savent, languissent après ton appel pour obtenir ce grand Bien. Et lorsque tu ne les ap"
LDC.T35.E0040.P046,LDC.T35.E0040.P046,JESUS,0,232,2,block,'C’est pour la créature comme si elle était enfermée dans une chambre et que quelqu’un lui dise : « Derrière cette porte
LDC.T35.E0016.P051,LDC.T35.E0016.P051,JESUS,0,209,3,block,"'Et la créature, à travers elles, devait aimer leur Créateur. Tu dois savoir que chacun de tes « Je t’aime », que tu cac"
LDC.T35.E0016.P052,LDC.T35.E0016.P052,JESUS,0,404,3,block,"'Nous les aimons, Nous les embrassons, Nous les étreignons et ils font notre délice. Nous Nous sentons glorifiés et payé"
LDC.T35.E0016.P054,LDC.T35.E0016.P054,JESUS,0,217,5,block,"'Si ces « Je t’aime » ne peuvent être vus que par Nous-mêmes, c’est parce que notre Volonté, Immense également dans la C"
LDC.T35.E0016.P065,LDC.T35.E0016.P065,JESUS,0,414,3,block,"'Au contraire, dans la Rédemption : souffrances, amertume, pleurs, remèdes pour restaurer l’homme… Mais la créature, en "
LDC.T35.E0016.P066,LDC.T35.E0016.P066,JESUS,0,145,3,block,"'Mais dans les joyaux de ses « Je t’aime » Je trouverai aussi, celle qui sèche Mes Larmes, celle qui partage Mes Souffra"
LDC.T36.E0007.P004,LDC.T36.E0007.P004,JESUS,0,157,2,block,"'Pour que celles-ci puissent avoir cours en tant que notre monnaie, Je les frappe de Mon Image et J’écris autour : « Jés"
LDC.T36.E0046.P004,LDC.T36.E0046.P004,JESUS,0,388,2,block,'Tu te sens loin de Moi qui vis en toi et t’aime tant. Tu dois savoir que lorsque la créature entre dans notre Vouloir p
LDC.T36.E0003.P005,LDC.T36.E0003.P005,JESUS,0,345,8,block,"'Ces plaies, comme autant de bouches, brûlaient et ressentaient une soif ardente qui voulait se satisfaire, et incapable"
LDC.T36.E0007.P005,LDC.T36.E0007.P005,JESUS,0,88,2,block,"""Or, cette monnaie d'Amour donne le droit à la créature de pouvoir Me dire « Je T'ai aimé"""
LDC.T36.E0019.P005,LDC.T36.E0019.P005,JESUS,0,389,2,block,'Et cela pour que Nous puissions dire des deux côtés : Ce qui est à Moi est à toi. L’Amour vrai n’est satisfait que lors
LDC.T36.E0003.P006,LDC.T36.E0003.P006,JESUS,0,213,2,block,"'Ah ! donne-Moi une petite goutte de ton amour pour calmer un peu Ma soif ardente. En tout ce que fait la créature, Je l"
LDC.T36.E0011.P006,LDC.T36.E0011.P006,JESUS,0,234,2,block,"'À mesure que la créature répète ses actes, l’un devient une étoile, un autre un soleil, un autre un vent qui gémit et s"
LDC.T36.E0003.P007,LDC.T36.E0003.P007,JESUS,0,82,2,block,'De même que Mon Humanité disloquée et blessée n’avait qu’un seul cri : « J’ai soif'
LDC.T36.E0005.P007,LDC.T36.E0005.P007,JESUS,120,288,2,inline,"'’avez demandé, et non pas seulement une fois, mais des milliers de fois’ ? Non seulement Nous l’aimons avec un amour re"
LDC.T36.E0010.P007,LDC.T36.E0010.P007,JESUS,0,77,3,block,'Je peux dire que Ma Volonté met le « Ça suffit » sur les maux de la créature.'
LDC.T36.E0011.P008,LDC.T36.E0011.P008,JESUS,0,257,5,block,"'De plus, un acte seul n’a jamais formé de sainteté. Lorsque les actes ne sont pas continuels, ils ne possèdent ni la fo"
LDC.T36.E0019.P008,LDC.T36.E0019.P008,JESUS,0,84,2,block,"'Aussi, aimons-Nous d’un même Amour et disons ensemble : « Ce que tu veux, Je le veux'"
LDC.T36.E0023.P008,LDC.T36.E0023.P008,JESUS,0,162,2,block,'Je donne la vertu de bilocation à sa propre vie humaine au point de pouvoir dire : « La créature M’a donné autant de vi
LDC.T36.E0026.P009,LDC.T36.E0026.P009,JESUS,0,223,3,block,"'De plus, qu’est-ce que cette Hostie Me donne ? Rien ! Pas même un « Je t’aime », ni souffle, ni battement de cœur ni co"
LDC.T36.E0044.P009,LDC.T36.E0044.P009,JESUS,0,198,3,block,"'Sais-tu alors ce qui se passe ? Nous voyons la lumière du soleil, tous ses effets, tous les lieux où pénètre sa lumière"
LDC.T36.E0014.P011,LDC.T36.E0014.P011,JESUS,0,125,2,block,"'Lorsque l’âme y a vécu quelque temps, la trouvant fidèle, Je vais vers elle et Je lui dis : « Donne-Moi ce que Je t’ai "
LDC.T36.E0003.P012,LDC.T36.E0003.P012,JESUS,0,55,3,block,"'Ce cri : « J’ai soif », Je l’ai laissé dans Ma Volonté.'"
LDC.T36.E0023.P012,LDC.T36.E0023.P012,JESUS,0,268,2,block,"'Après l’avoir obtenu, Je ressens le besoin de Me reposer et de chanter victoire. Il n’existe pas de joie plus belle que"
LDC.T36.E0020.P014,LDC.T36.E0020.P014,JESUS,0,213,3,block,"'Nous trouvons dans la créature : l’amour qui nous blesse, l’amour qui nous adoucit, l’amour qui dit toujours « Amour »."
LDC.T36.E0018.P015,LDC.T36.E0018.P015,JESUS,0,119,2,block,"'Je peux dire : « Qu’aurais-Je pu faire que Je n’aie pas fait ? Aurais-Je pu t’aimer davantage, et Je ne l’ai pas fait ?"
LDC.T36.E0019.P015,LDC.T36.E0019.P015,JESUS,0,158,2,block,"'(5) Ma Volonté opérante doit faire des prodiges, dans la créature comme en Nous-mêmes, au point de pouvoir dire : « Je "
LDC.T36.E0028.P015,LDC.T36.E0028.P015,JESUS,0,272,2,block,"'De plus, notre Amour et notre Jalousie sont si grands que Nous ne laissons pas même un seul de ses souffles sans notre "
LDC.T36.E0002.P016,LDC.T36.E0002.P016,JESUS,0,165,3,block,"'Et chacun reprend en chœur : « Ah ! C’est une âme qui vit dans la Divine Volonté sur la terre ! » Quelles merveilles, q"
LDC.T36.E0003.P016,LDC.T36.E0003.P016,JESUS,0,153,3,block,"'Ce n’est pas seulement Mon « J’ai soif », mais tout ce que J’ai fait et dit dans Ma Volonté qui est toujours dans l’act"
LDC.T36.E0011.P017,LDC.T36.E0011.P017,JESUS,0,216,2,block,"'(5) Mon désir est si grand que l’âme vive dans Mon Vouloir, Mon impatience et Mes soupirs si ardents, que Je vais répét"
LDC.T36.E0018.P017,LDC.T36.E0018.P017,JESUS,0,117,2,block,"'J’enferme tout dans cet Acte afin de pouvoir dire : « C’est notre acte, un Acte complet. Il ne doit rien lui manquer.'"
LDC.T36.E0039.P017,LDC.T36.E0039.P017,JESUS,0,238,3,block,'Il la porte dans nos bras et nous fait dire continuellement : « Nous te faisons à notre Image et à notre Ressemblance. 
LDC.T36.E0020.P018,LDC.T36.E0020.P018,JESUS,0,175,3,block,"'Il voit ses vagues et son souffle investis par ton « Je t’aime » ! Et lorsque nous entendons tes souffles d’amour, Nous"
LDC.T36.E0020.P019,LDC.T36.E0020.P019,JESUS,0,171,3,block,'L’air que chacun respire t’attend afin d’être animé par ta voix. Et dans chaque souffle que les choses créées reçoivent
LDC.T36.E0036.P019,LDC.T36.E0036.P019,JESUS,0,177,2,block,"'Et pour la satisfaire, Nous lui disons : « Pauvre enfant, tu as raison. Tu es à Nous et tu fais également partie des au"
LDC.T36.E0020.P020,LDC.T36.E0020.P020,JESUS,0,205,5,block,"'Et dans chaque souffle que les choses créées émettent, ton « Je t’aime » court pour Nous apporter dans le sein de ton «"
LDC.T36.E0007.P021,LDC.T36.E0007.P021,JESUS,0,239,3,block,'J’appelle le ciel tout entier et la sacro-sainte Trinité à fêter la nouvelle fille que J’ai acquise. Tout le monde la r
LDC.T36.E0001.P022,LDC.T36.E0001.P022,JESUS,0,122,3,block,"'Même dans le petit oiseau qui chante et gazouille, nous entendons le « Je vous aime » de celle qui vit dans notre Voulo"
LDC.T36.E0007.P022,LDC.T36.E0007.P022,JESUS,0,217,3,block,"'Dans Mon Vouloir, elle est toujours avec Moi. Tout ce que Je fais, elle le fait. Par conséquent, dans Mes renaissances "
LDC.T36.E0001.P023,LDC.T36.E0001.P023,JESUS,0,249,3,block,"'Si dans le transport de son amour, l’âme veut Nous aimer encore plus, elle entre dans notre acte créateur et elle prend"
LDC.T36.E0007.P023,LDC.T36.E0007.P023,JESUS,0,150,3,block,"'Bref, si Je souffre, si Je travaille, si Je marche, J’écris : « La fille de Mes souffrances, de Mes œuvres, la fille de"
LDC.T36.E0046.P023,LDC.T36.E0046.P023,JESUS,0,434,3,block,"'Ma bonne fille, le manque d’amour de la créature Me fait pleurer amèrement. Lorsque Je vois que Je ne suis pas aimé, Je"
LDC.T36.E0005.P024,LDC.T36.E0005.P024,JESUS,0,284,5,block,"'On peut dire que chaque fleur et chaque plante apporte le baiser, le « Je t’aime » de son Créateur à celle qui les rega"
LDC.T36.E0044.P024,LDC.T36.E0044.P024,JESUS,123,303,2,inline,'Nous voyons alors la créature grandir à notre Image et à notre Ressemblance. Et ce sont là nos vraies Joies dans la Cré
LDC.T36.E0030.P025,LDC.T36.E0030.P025,JESUS,0,185,4,block,"'Écoute combien il est beau de vivre dans Mon Vouloir. Ce que Je fais, l’âme le fait elle aussi. Lorsqu’elle entend que "
LDC.T36.E0018.P026,LDC.T36.E0018.P026,JESUS,0,200,2,block,"'Cette Prière s’impose sur nos Attributs divins et fait tomber des pluies de Miséricorde, de Grâces, de Pardon et d’Amou"
LDC.T36.E0030.P026,LDC.T36.E0030.P026,JESUS,0,173,2,block,"'Et Moi, en entendant que Je suis aimé, Je la transforme tellement en Moi que nous disons d’une seule voix : « Aimons-le"
LDC.T36.E0039.P026,LDC.T36.E0039.P026,JESUS,0,174,2,block,'Parce qu’elle a reçu de nous la Vertu génératrice de pouvoir générer autant de vies qu’elle veut afin de pouvoir Nous d
LDC.T36.E0023.P027,LDC.T36.E0023.P027,JESUS,0,197,6,block,"'Cette créature forme l’enchantement du Ciel tout entier. Et Nous l’appelons notre « bienvenue », la « porteuse » de tou"
LDC.T36.E0041.P029,LDC.T36.E0041.P029,JESUS,0,762,3,block,'Et cette âme en arrive au point de se faire porteuse de notre Être suprême. Parce que Nous ne sortons jamais hors de no
LDC.T36.E0027.P030,LDC.T36.E0027.P030,JESUS,0,246,2,block,"'Lorsque la créature est dans Mon Vouloir, Ma Volonté la trouve dans les pas de tous ceux qui M’aiment, dans leurs pensé"
LDC.T36.E0027.P031,LDC.T36.E0027.P031,JESUS,0,91,4,block,"'C’est pourquoi Je t’appelle « Mon écho », « Mon amour », « la petite répétitrice de Ma Vie.'"
LDC.T36.E0039.P031,LDC.T36.E0039.P031,JESUS,0,203,5,block,'Un seul « Je t’aime » par cette créature laisse derrière lui tout l’amour de toutes les autres créatures réunies. Ce « 
LDC.T36.E0022.P032,LDC.T36.E0022.P032,JESUS,0,355,2,block,"'Ainsi, dans chaque chose créée, dans le ciel constellé, dans la mer, dans les plantes, dans les fleurs, en toutes chose"
LDC.T36.E0032.P032,LDC.T36.E0032.P032,JESUS,0,144,2,block,'Si tu savais quelle compassion Je peux ressentir pour l’âme qui vit sans Ma Volonté. Je pourrais l’appeler « la scène d
LDC.T36.E0043.P032,LDC.T36.E0043.P032,JESUS,0,336,3,block,"'Nous pouvons dire : « Nous vivons dans l’homme et Nous le portons, Nous Nous faisons porter par lui, et il n’est rien q"
LDC.T36.E0019.P034,LDC.T36.E0019.P034,JESUS,0,238,2,block,"'Par conséquent, en regardant cette créature, dans le délire de notre Amour, Nous lui disons : « Notre Vouloir te rend t"
LDC.T36.E0017.P035,LDC.T36.E0017.P035,JESUS,0,221,2,block,'Nous appelons Nous-mêmes bienheureuse cette créature et Nous lui disons : « Tu es la plus heureuse et la plus fortunée 
LDC.T36.E0036.P037,LDC.T36.E0036.P037,JESUS,0,383,2,block,"'Ainsi, il y a des droits que Nous exigeons pour que la créature vive dans notre Volonté : des droits de Création, de Ré"
LDC.T36.E0040.P039,LDC.T36.E0040.P039,JESUS,0,678,3,block,"'Les Bienheureux n’ont rien à ajouter. Leur vie, leurs actes et leur volonté sont restés fixés en Nous. Et ils peuvent d"
LDC.T36.E0014.P040,LDC.T36.E0014.P040,JESUS,0,416,2,block,"'Nous trouvons notre Puissance qui Nous honore comme Nous le méritons, notre Immensité qui renferme toute chose et met t"
LDC.T36.E0018.P040,LDC.T36.E0018.P040,JESUS,0,176,3,block,"'Si Nous leur donnions, ce serait comme dit l’Évangile : « Ne donnez pas des perles aux pourceaux. » Ne les connaissant "
LDC.T36.E0023.P040,LDC.T36.E0023.P040,JESUS,0,308,3,block,"'Et avec ses actes d’amour répétés, c’est comme si Nous étions bombardés par des étoiles faisant pleuvoir sur Nous : « A"
LDC.T36.E0024.P044,LDC.T36.E0024.P044,JESUS,0,94,3,block,"'Dans l’air qu’elles respirent, Je leur envoie Mon distinct « Je vous aime » en chaque souffle.'"
LDC.T36.E0029.P044,LDC.T36.E0029.P044,JESUS,0,278,2,block,'Tu nous donnes l’occasion et la gloire comme si Nous répétions de nouveau tout ce que Nous avons fait par Amour pour le
LDC.T36.E0037.P044,LDC.T36.E0037.P044,JESUS,0,159,2,block,"'Ces Actes ont le pouvoir de s’identifier avec tous et de prendre partout leur place d’honneur. Là où est Ma Volonté, il"
LDC.T36.E0046.P047,LDC.T36.E0046.P047,JESUS,2,424,2,inline,"'Ma Mère, Je veux que tu sois la Mère de tous, et Je veux que tu fasses pour toutes les créatures ce que tu as fait pour"
LDC.T36.E0008.P048,LDC.T36.E0008.P048,JESUS,0,319,3,block,"'De plus, dans Ma Volonté, rien n’est perdu. Pour qui vit dans Ma Volonté, Celle-ci tient compte de tout : les respirati"
LDC.T36.E0037.P049,LDC.T36.E0037.P049,JESUS,0,108,2,block,'Et elle peut dire : « J’ai formé Moi-même un paradis pour Moi-même parce que le divin Fiat a opéré avec Moi.'
LDC.T36.E0027.P061,LDC.T36.E0027.P061,JESUS,0,195,2,block,'Nous pouvons dire : « Il a changé notre sort et le sien. Il a renversé notre dessein sur lui. Il ne fait qu’apporter de
